age,employment_years,monthly_income,existing_debts,num_previous_loans,num_defaults,on_time_payment_ratio,avg_days_late,credit_utilization_pct,account_balance,credit_history_years,num_open_credit_lines,risk_category
46,0.0,27200.0,28100.0,2,0,0.856,3.8,25.2,7170.0,5.4,1,Low Risk
49,12.1,27400.0,33800.0,3,0,0.979,2.4,71.4,1130.0,4.9,5,High Risk
64,11.5,41900.0,48900.0,1,0,0.759,2.5,11.4,26430.0,12.1,0,Low Risk
59,8.4,93000.0,18700.0,0,0,0.363,4.5,50.8,3510.0,10.8,5,Medium Risk
59,2.4,48300.0,19100.0,1,0,0.866,5.7,18.1,20420.0,7.4,6,Low Risk
48,13.2,74900.0,28300.0,1,0,0.727,1.9,38.1,12620.0,4.8,0,Low Risk
36,4.6,50100.0,7400.0,0,0,0.928,2.1,27.8,10440.0,12.2,4,Low Risk
39,4.9,63700.0,7100.0,2,1,0.587,3.4,31.7,26080.0,14.3,3,Medium Risk
26,11.7,91900.0,11800.0,2,0,0.909,7.2,72.7,2020.0,1.2,8,High Risk
39,8.6,25200.0,3700.0,2,1,0.797,3.6,34.5,9590.0,4.5,5,High Risk
37,14.8,24400.0,20100.0,3,1,0.775,3.2,41.6,240.0,4.8,0,High Risk
22,7.0,50700.0,38100.0,2,1,0.797,16.3,26.2,6980.0,6.1,0,Medium Risk
29,4.4,36200.0,6600.0,2,0,0.602,11.6,17.8,8960.0,5.4,5,Low Risk
44,3.6,40500.0,20600.0,1,0,0.98,3.6,22.6,1900.0,6.4,7,Low Risk
37,0.0,32100.0,7100.0,3,2,0.863,8.3,41.6,5750.0,9.6,9,High Risk
64,4.9,27000.0,4800.0,2,1,0.692,6.0,54.8,600.0,5.8,1,High Risk
42,10.6,81700.0,104400.0,4,0,0.675,0.7,55.2,1320.0,5.3,4,Medium Risk
63,8.4,21000.0,4900.0,0,0,0.86,0.3,34.4,4830.0,6.5,0,Low Risk
50,6.1,51200.0,3700.0,1,0,0.701,1.2,36.4,1060.0,7.9,4,Low Risk
22,2.0,47200.0,16600.0,4,0,0.872,2.2,63.7,52670.0,7.4,4,Low Risk
29,6.9,16500.0,17500.0,0,0,0.854,3.8,22.6,9580.0,8.2,7,Low Risk
52,10.1,24000.0,26000.0,5,0,0.793,4.0,9.0,4440.0,6.8,9,Low Risk
44,7.7,26100.0,98800.0,4,0,0.706,0.4,79.5,6520.0,4.7,8,High Risk
34,6.7,48200.0,6100.0,2,0,0.91,3.6,74.3,8060.0,8.2,0,Low Risk
43,2.8,30200.0,7500.0,3,0,0.977,2.8,67.0,1230.0,0.8,8,Medium Risk
60,9.5,34800.0,66800.0,1,0,0.593,2.8,54.6,9100.0,9.2,5,High Risk
38,0.0,17500.0,34200.0,2,0,0.756,0.5,76.8,7980.0,10.6,6,High Risk
22,7.5,116200.0,29700.0,2,0,0.684,0.9,55.7,2410.0,2.6,8,Medium Risk
34,16.3,37600.0,7400.0,2,0,0.759,2.6,56.7,8840.0,10.7,9,Low Risk
62,0.0,46600.0,41200.0,0,0,0.818,2.9,79.5,3660.0,12.8,1,Medium Risk
54,5.0,27700.0,29800.0,3,0,0.781,0.3,4.1,9210.0,3.5,3,Low Risk
57,6.0,26200.0,16100.0,5,0,0.942,2.8,66.4,21090.0,8.0,2,Medium Risk
61,4.1,94500.0,7400.0,2,0,0.96,10.6,28.9,4810.0,5.4,4,Low Risk
26,10.1,13900.0,14900.0,3,0,0.578,2.5,50.9,46730.0,6.3,6,Medium Risk
33,7.9,41700.0,69500.0,5,0,0.806,3.1,27.5,2980.0,4.9,5,Low Risk
23,6.6,19800.0,4500.0,4,0,0.907,13.6,24.6,1400.0,2.0,5,Low Risk
21,9.2,29700.0,6000.0,2,0,0.819,6.0,68.8,6470.0,12.7,2,Medium Risk
57,6.1,26400.0,7100.0,2,0,0.913,1.1,39.6,1430.0,6.8,6,Low Risk
62,18.7,22200.0,8900.0,1,0,0.846,3.1,25.0,8260.0,7.4,8,Low Risk
27,6.6,37000.0,13200.0,1,0,0.904,0.5,59.2,1240.0,9.8,4,Medium Risk
52,6.8,10100.0,34800.0,2,0,0.669,0.5,24.4,11690.0,9.1,2,Medium Risk
44,0.0,31000.0,21200.0,2,0,0.73,0.1,47.9,3750.0,5.0,5,Medium Risk
24,3.8,34700.0,14200.0,0,0,0.693,24.5,46.0,41670.0,5.1,0,Medium Risk
61,10.6,18400.0,17600.0,2,0,0.907,2.0,32.0,32920.0,6.0,8,Low Risk
59,0.7,77400.0,24900.0,2,0,0.758,2.6,64.4,18150.0,11.3,9,Medium Risk
45,0.0,27000.0,2500.0,2,0,0.948,0.8,39.8,1490.0,5.4,8,Low Risk
52,6.1,32200.0,39000.0,1,0,0.764,0.2,52.1,1820.0,4.7,1,Medium Risk
38,11.5,27000.0,5800.0,0,0,0.973,3.8,50.4,5730.0,4.7,1,Medium Risk
55,6.2,34900.0,8600.0,2,0,0.928,4.3,42.5,10010.0,7.2,0,Low Risk
40,4.7,69800.0,18800.0,2,1,0.563,3.5,16.2,4910.0,8.3,8,High Risk
64,0.0,125100.0,12400.0,2,0,0.901,1.3,60.4,3900.0,17.7,0,Low Risk
23,7.8,52700.0,21700.0,3,2,0.689,12.4,22.8,9710.0,2.4,0,High Risk
28,8.6,62600.0,15400.0,2,1,0.675,3.4,38.0,27990.0,2.6,8,Medium Risk
63,0.0,85700.0,10000.0,3,0,0.94,3.3,55.9,45570.0,13.2,7,Low Risk
33,10.5,41100.0,61600.0,3,1,0.641,3.1,38.0,40460.0,0.0,3,High Risk
34,9.1,79600.0,27100.0,5,0,0.709,5.6,53.9,590.0,10.9,4,Low Risk
55,10.5,54000.0,18100.0,2,0,0.834,5.2,4.1,140.0,4.1,2,Low Risk
29,8.3,39000.0,26700.0,3,0,0.718,3.0,19.5,10750.0,6.4,7,Medium Risk
43,8.6,43300.0,6600.0,2,0,0.557,7.9,18.9,17600.0,6.4,8,Medium Risk
33,8.1,14600.0,87600.0,3,0,0.664,0.9,40.3,16370.0,12.9,7,Medium Risk
29,9.5,42000.0,4500.0,3,0,0.83,8.7,18.2,15850.0,5.6,0,Low Risk
63,0.0,16800.0,15000.0,2,0,0.96,1.4,27.0,17710.0,10.2,7,Low Risk
29,0.0,16100.0,10000.0,2,0,0.904,1.3,14.0,5040.0,5.2,5,Low Risk
25,3.1,40000.0,9700.0,2,1,0.66,5.0,63.2,7960.0,3.9,7,High Risk
50,5.5,20800.0,8500.0,1,0,0.688,1.7,75.3,11410.0,4.5,5,High Risk
59,7.6,36200.0,6200.0,3,0,0.763,21.7,64.0,12130.0,5.2,9,Medium Risk
26,7.3,38900.0,43800.0,2,0,0.936,1.0,45.0,3570.0,1.7,9,High Risk
52,10.5,39800.0,4000.0,3,0,0.748,4.1,31.8,1450.0,5.8,4,Low Risk
44,10.6,23100.0,35700.0,5,0,0.916,21.2,10.6,790.0,12.3,1,Low Risk
57,2.5,56900.0,25600.0,3,0,0.586,4.5,21.9,3090.0,10.0,6,Medium Risk
26,7.0,34700.0,9100.0,2,1,0.529,4.6,51.9,1130.0,6.8,2,High Risk
63,2.6,45300.0,22800.0,2,0,0.539,0.5,35.9,4800.0,8.6,8,Low Risk
48,5.2,20000.0,11400.0,0,0,0.875,10.6,30.3,13410.0,5.6,1,Low Risk
58,7.3,33200.0,4400.0,1,0,0.896,1.7,52.5,7330.0,7.3,7,Medium Risk
36,0.0,62900.0,4500.0,3,0,0.769,0.5,37.3,4670.0,8.5,4,Medium Risk
62,15.6,59000.0,25700.0,6,2,0.851,6.0,47.8,9680.0,1.6,7,High Risk
48,8.3,24400.0,24400.0,1,0,0.933,5.9,43.1,1570.0,8.9,9,Low Risk
26,3.6,27600.0,17000.0,3,0,0.787,0.7,82.5,13000.0,8.8,9,Medium Risk
61,13.7,22200.0,9000.0,4,0,0.784,0.1,60.7,6620.0,4.4,5,Medium Risk
56,4.6,26200.0,11000.0,5,1,0.399,4.0,34.5,2490.0,4.9,9,High Risk
34,6.5,18000.0,9600.0,1,0,0.977,0.7,4.5,13410.0,10.9,9,Low Risk
45,4.1,33900.0,2300.0,5,0,0.679,1.1,68.1,120.0,11.6,6,Medium Risk
38,12.6,49800.0,14200.0,3,0,0.671,2.1,59.1,5130.0,5.4,3,Medium Risk
44,5.6,24500.0,22500.0,3,0,0.906,6.6,52.4,2950.0,9.5,8,Low Risk
63,6.6,34700.0,14300.0,4,0,0.935,1.5,40.8,2050.0,13.0,4,Low Risk
60,10.8,32500.0,78400.0,1,0,0.979,0.7,11.3,2650.0,7.8,9,Low Risk
30,8.3,61500.0,4900.0,1,0,0.917,11.9,19.6,9370.0,2.0,9,Low Risk
63,5.8,26700.0,6900.0,4,2,0.751,6.1,45.3,3230.0,5.1,0,High Risk
40,10.4,27200.0,15300.0,6,0,0.868,5.6,30.0,22270.0,1.1,3,Low Risk
52,16.2,23800.0,17000.0,2,0,0.895,0.6,57.9,990.0,12.0,5,Low Risk
54,7.3,20600.0,2000.0,2,0,0.955,2.2,55.1,5870.0,15.2,9,Low Risk
42,6.5,47300.0,24400.0,3,0,0.949,20.1,72.0,1440.0,8.6,3,High Risk
41,6.7,33900.0,17100.0,2,1,0.826,9.4,25.2,27870.0,3.5,7,Medium Risk
41,11.2,37300.0,1600.0,2,0,0.622,6.8,14.5,9910.0,10.6,1,Low Risk
58,3.6,68700.0,11900.0,3,0,0.864,10.6,30.4,1420.0,3.5,3,Low Risk
37,4.9,70700.0,6000.0,0,0,0.827,3.3,22.5,10910.0,14.6,3,Low Risk
33,0.0,15900.0,8500.0,1,0,0.761,0.1,43.1,21580.0,3.8,7,Medium Risk
36,1.3,50200.0,3500.0,1,0,0.939,5.9,57.0,3990.0,7.7,5,Medium Risk
29,3.9,40700.0,20300.0,2,0,0.825,7.6,44.6,4820.0,10.6,2,Medium Risk
38,5.8,28800.0,77800.0,3,0,0.747,1.0,8.0,7630.0,7.7,1,Low Risk
26,13.1,42800.0,17400.0,3,0,0.799,0.2,18.3,4860.0,0.0,9,Low Risk
24,8.1,15300.0,1500.0,0,0,0.652,1.8,44.9,21180.0,8.9,0,Low Risk
52,2.4,75500.0,17800.0,4,1,0.855,3.2,63.0,6660.0,3.8,0,High Risk
24,3.1,47000.0,11000.0,2,0,0.894,0.0,37.0,8570.0,8.0,5,Low Risk
46,11.5,23600.0,4400.0,2,0,0.373,13.2,22.5,10390.0,2.1,1,Medium Risk
55,10.5,27100.0,19000.0,1,0,0.914,8.5,16.7,7290.0,7.9,1,Low Risk
52,6.1,15500.0,32200.0,3,0,0.614,5.4,6.7,5460.0,9.5,8,Medium Risk
40,4.2,31000.0,6800.0,5,2,0.674,8.7,28.6,3380.0,11.2,3,High Risk
29,10.5,28500.0,2600.0,2,0,0.532,1.8,48.8,7480.0,10.4,5,Low Risk
61,2.0,18700.0,1800.0,1,1,0.361,3.9,70.5,8070.0,13.0,3,High Risk
57,7.6,53500.0,6900.0,3,0,0.64,3.1,22.0,8060.0,9.6,2,Low Risk
47,15.1,68800.0,11400.0,2,0,0.779,0.7,65.4,620.0,5.9,0,High Risk
24,6.8,35800.0,8000.0,5,0,0.789,2.1,20.2,9560.0,7.6,8,Low Risk
22,2.9,31200.0,6700.0,3,0,0.809,0.3,54.7,7430.0,10.0,0,Medium Risk
34,7.6,45100.0,23600.0,2,0,0.886,10.7,13.3,11030.0,0.7,6,Low Risk
27,4.1,36000.0,21200.0,1,0,0.889,3.4,57.1,1090.0,0.0,1,High Risk
58,0.4,21100.0,16300.0,3,0,0.71,7.9,70.7,4530.0,8.3,5,High Risk
30,8.8,26200.0,30200.0,2,0,0.904,4.1,13.6,7840.0,15.6,3,Low Risk
33,10.5,31300.0,6900.0,0,0,0.781,6.7,42.7,6050.0,11.5,7,Low Risk
63,4.8,41100.0,4500.0,0,0,0.628,6.0,15.1,11840.0,5.8,9,Low Risk
57,4.5,36500.0,7900.0,3,1,0.932,7.7,53.5,4570.0,11.0,9,Medium Risk
30,2.2,40300.0,7400.0,0,0,0.779,1.5,74.0,870.0,5.9,4,Medium Risk
37,5.4,16900.0,1700.0,5,1,0.568,7.6,27.1,200.0,3.8,4,High Risk
43,3.8,50600.0,7700.0,0,0,0.933,0.7,53.6,1460.0,1.9,9,Medium Risk
50,2.0,36400.0,40300.0,3,0,0.863,2.0,10.4,1630.0,6.5,8,Low Risk
62,13.6,130100.0,29800.0,1,0,0.838,1.8,29.1,17810.0,3.9,1,Medium Risk
59,7.9,29900.0,22600.0,4,0,0.865,8.6,64.9,19420.0,10.5,4,Medium Risk
63,8.3,42700.0,15200.0,1,0,0.955,7.0,24.8,15250.0,0.8,1,Low Risk
22,9.5,149400.0,56900.0,1,0,0.711,1.7,19.5,4570.0,9.7,2,Low Risk
31,9.1,40000.0,4600.0,4,0,0.901,8.8,67.0,720.0,3.6,3,High Risk
45,4.3,35100.0,5100.0,1,0,0.621,4.4,16.3,2720.0,7.8,4,Low Risk
23,7.1,22200.0,41100.0,1,1,0.721,4.5,61.3,38560.0,4.4,1,High Risk
36,4.9,78000.0,13700.0,4,0,0.888,4.3,37.0,1490.0,10.9,2,Low Risk
27,7.8,20300.0,6800.0,0,0,0.73,2.5,69.1,9600.0,6.0,8,High Risk
62,7.4,45000.0,23200.0,3,0,0.957,0.9,13.7,4830.0,10.1,1,Low Risk
23,4.5,28700.0,8600.0,0,0,0.794,1.5,56.3,3250.0,8.1,9,Medium Risk
27,0.7,33000.0,5800.0,2,0,0.791,2.8,47.6,3830.0,10.8,4,Medium Risk
29,6.6,17800.0,5600.0,2,0,0.934,5.1,42.0,14950.0,5.0,4,Medium Risk
27,5.2,71100.0,18400.0,3,0,0.904,4.7,50.0,700.0,12.8,5,Medium Risk
46,0.0,31600.0,16400.0,2,0,0.787,11.3,23.6,6250.0,5.0,3,Medium Risk
37,8.0,19800.0,60900.0,2,0,0.931,3.1,20.0,400.0,7.4,7,Low Risk
61,9.9,67900.0,10000.0,0,0,0.85,2.8,16.9,3480.0,6.7,0,Low Risk
32,16.1,28200.0,9800.0,1,0,0.883,1.3,63.0,10300.0,10.0,2,Low Risk
44,4.4,42900.0,56400.0,3,0,0.91,0.0,33.0,11930.0,12.9,2,Low Risk
50,3.8,55300.0,35800.0,1,0,0.903,0.1,22.5,8020.0,6.8,7,Low Risk
48,1.6,46000.0,15400.0,0,0,0.954,0.4,68.7,3930.0,10.9,2,Medium Risk
56,6.8,12100.0,2800.0,1,0,0.945,4.4,33.8,9580.0,2.7,2,Low Risk
29,6.8,51400.0,5900.0,1,0,0.661,1.3,30.9,41930.0,8.2,3,Low Risk
43,2.8,34500.0,4700.0,4,0,0.853,0.6,53.3,9250.0,13.5,0,Low Risk
56,5.3,30800.0,13900.0,3,1,0.686,3.8,65.5,310.0,7.4,3,High Risk
58,0.0,34400.0,8000.0,1,0,0.515,17.8,25.2,7470.0,8.6,6,Medium Risk
48,9.7,16200.0,66400.0,3,0,0.82,0.7,20.2,18390.0,11.5,9,Medium Risk
49,2.9,40000.0,2800.0,2,0,0.801,4.5,33.5,6080.0,4.9,5,Medium Risk
59,5.9,18400.0,4200.0,4,0,0.893,0.1,33.4,2090.0,15.4,4,Low Risk
48,0.3,31500.0,17100.0,1,0,0.951,8.2,66.5,21990.0,6.1,3,Medium Risk
62,3.7,39300.0,22500.0,1,0,0.602,1.9,12.6,4290.0,8.5,8,Low Risk
26,4.9,62100.0,1000.0,3,0,0.929,3.7,34.3,1090.0,0.5,6,Low Risk
36,6.0,24100.0,2400.0,2,0,0.914,8.3,11.1,4890.0,11.4,7,Low Risk
25,7.9,75000.0,10300.0,1,0,0.876,6.5,53.2,14630.0,8.2,3,Medium Risk
24,11.8,58300.0,51800.0,4,2,0.375,6.2,14.9,5060.0,6.5,7,High Risk
41,8.9,29300.0,88200.0,6,1,0.804,6.8,30.7,2320.0,3.1,0,High Risk
30,9.8,20900.0,8800.0,4,0,0.985,4.0,37.4,10180.0,14.9,4,Low Risk
38,11.8,17600.0,11300.0,3,1,0.706,15.6,90.4,10870.0,9.2,5,High Risk
40,8.3,41600.0,5800.0,3,0,0.646,0.1,66.7,1590.0,13.9,0,Medium Risk
48,5.9,25100.0,25200.0,6,1,0.642,3.0,51.3,3210.0,8.2,0,High Risk
62,10.0,66100.0,61600.0,4,0,0.606,0.8,30.8,1880.0,8.3,1,Low Risk
58,10.3,25900.0,46900.0,5,0,0.961,6.6,60.2,6190.0,8.2,8,Medium Risk
37,8.6,23100.0,13000.0,3,0,0.615,4.5,63.1,36920.0,4.6,3,Medium Risk
35,0.2,40800.0,5800.0,2,0,0.962,12.7,46.5,27930.0,5.2,9,Low Risk
54,2.6,25800.0,13500.0,5,0,0.876,1.3,68.5,5250.0,7.4,9,Medium Risk
26,4.9,36500.0,53100.0,3,1,0.63,4.8,50.0,750.0,14.2,6,Medium Risk
44,9.1,59500.0,9000.0,3,0,0.921,0.6,27.2,5170.0,0.0,0,Low Risk
39,5.9,38500.0,2200.0,0,0,0.511,6.6,27.7,3740.0,12.0,8,Low Risk
29,10.5,38600.0,9300.0,2,0,0.625,6.9,30.7,1490.0,3.3,5,High Risk
48,11.3,40200.0,10100.0,3,2,0.673,6.3,26.0,16030.0,6.7,9,High Risk
35,10.8,15600.0,2200.0,1,1,0.806,6.0,82.3,15310.0,5.0,3,Medium Risk
29,10.8,44200.0,16800.0,3,2,0.781,25.5,17.8,5230.0,9.7,3,High Risk
49,1.9,39300.0,22200.0,0,0,0.736,0.8,29.1,3920.0,12.9,6,Medium Risk
28,7.9,56800.0,85800.0,3,0,0.815,0.2,22.7,1590.0,9.9,4,Low Risk
50,3.6,49200.0,3500.0,1,0,0.425,2.8,31.7,7440.0,3.8,9,Medium Risk
28,0.0,32800.0,27700.0,1,0,0.794,1.0,10.1,11470.0,8.0,4,Low Risk
40,4.9,60900.0,35100.0,2,0,0.584,0.4,43.0,9960.0,10.5,6,Medium Risk
56,11.3,31400.0,22500.0,3,0,0.991,1.2,46.4,6220.0,8.5,3,Low Risk
31,7.8,41100.0,4900.0,3,0,0.746,2.1,44.7,41240.0,10.1,1,Low Risk
54,14.1,31100.0,4600.0,2,0,0.947,0.5,59.3,8080.0,11.4,6,Medium Risk
52,6.7,45700.0,14700.0,2,0,0.765,0.7,62.6,3510.0,5.0,1,Medium Risk
60,15.8,30100.0,14600.0,1,1,0.882,4.5,41.2,2450.0,7.1,5,High Risk
28,6.7,82800.0,7600.0,4,1,0.585,12.4,43.3,1350.0,8.6,7,High Risk
52,6.1,99600.0,48600.0,0,0,0.684,1.2,33.9,64910.0,10.3,6,Low Risk
62,0.9,56200.0,8900.0,2,1,0.84,9.6,37.4,13110.0,7.6,4,High Risk
54,10.4,78500.0,2000.0,2,0,0.955,16.5,43.4,23640.0,1.0,7,Low Risk
29,4.0,16800.0,10700.0,5,1,0.726,3.3,31.2,6000.0,7.2,6,High Risk
57,3.4,17800.0,21600.0,1,0,0.745,1.8,60.0,6850.0,6.3,5,High Risk
25,11.1,30900.0,18800.0,2,0,0.78,0.3,68.0,1710.0,4.6,1,Medium Risk
46,10.6,37100.0,18700.0,2,0,0.907,3.5,49.7,3490.0,3.2,9,Medium Risk
42,10.5,32900.0,59500.0,4,0,0.82,0.1,25.6,3390.0,2.7,1,Low Risk
44,4.6,16000.0,4400.0,2,0,0.621,0.1,28.2,1480.0,5.2,1,Medium Risk
43,5.8,64600.0,8700.0,4,0,0.974,7.0,77.0,9060.0,4.5,9,High Risk
22,5.8,106600.0,62600.0,3,0,0.325,4.2,31.2,388920.0,5.9,4,Low Risk
43,9.1,68900.0,1900.0,4,0,0.979,4.5,33.2,1050.0,5.8,2,Medium Risk
62,12.2,62500.0,12700.0,1,0,0.92,1.1,54.6,9440.0,2.4,2,Medium Risk
40,7.5,40700.0,45700.0,1,0,0.99,0.4,69.2,2630.0,0.0,3,Medium Risk
33,13.9,23800.0,45000.0,2,0,0.908,9.7,29.0,6900.0,12.2,5,Low Risk
64,9.6,37700.0,25900.0,1,0,0.97,3.9,66.5,36760.0,8.2,3,Low Risk
25,5.1,104100.0,26500.0,0,0,0.994,0.8,10.5,630.0,4.2,5,Low Risk
42,9.3,30500.0,4700.0,3,0,0.949,1.4,14.0,1260.0,7.0,2,Low Risk
43,12.8,28900.0,52700.0,5,1,0.875,4.0,85.0,3390.0,13.3,0,High Risk
42,14.0,63200.0,4000.0,4,0,0.937,1.4,79.9,5090.0,12.6,9,Low Risk
61,10.7,65300.0,4300.0,1,0,0.876,0.0,34.5,2250.0,0.6,1,Low Risk
39,6.1,23800.0,19700.0,3,0,0.899,9.4,32.4,3570.0,6.3,0,Low Risk
63,5.1,31900.0,8200.0,0,0,0.77,2.8,41.4,14760.0,8.2,1,Medium Risk
23,8.3,28300.0,16400.0,3,0,0.973,0.9,44.4,1230.0,12.6,2,Low Risk
53,12.7,37600.0,20600.0,3,0,0.81,0.8,25.9,2350.0,2.9,7,Low Risk
47,7.7,63100.0,79100.0,1,1,0.722,6.6,58.0,2070.0,6.8,0,High Risk
31,7.8,24300.0,20600.0,2,0,0.936,0.1,32.6,20210.0,3.4,0,Low Risk
31,6.2,62600.0,7200.0,2,0,0.974,3.8,44.2,3190.0,5.5,6,Medium Risk
52,4.7,38200.0,26300.0,1,0,0.742,1.7,60.1,2500.0,7.3,8,High Risk
49,5.4,116200.0,5800.0,4,1,0.709,16.9,41.8,3620.0,3.6,0,High Risk
47,6.5,42600.0,33300.0,1,0,0.67,3.4,47.8,5130.0,5.4,6,Medium Risk
23,12.9,34600.0,14300.0,1,1,0.717,8.0,69.1,22880.0,7.4,2,Medium Risk
47,5.0,48400.0,19900.0,1,0,0.48,5.8,55.4,8360.0,10.6,4,Medium Risk
64,6.2,30700.0,2300.0,6,3,0.634,15.4,34.3,49820.0,3.8,9,High Risk
21,2.5,14800.0,1400.0,7,0,0.954,13.8,39.2,2640.0,8.5,2,Medium Risk
41,8.9,32200.0,3000.0,0,0,0.764,7.5,66.2,14210.0,6.6,1,Medium Risk
42,11.5,31900.0,76600.0,1,0,0.851,0.9,39.1,27090.0,10.1,3,Low Risk
60,12.5,16400.0,4200.0,0,0,0.711,0.7,52.4,1100.0,0.6,5,Low Risk
33,6.8,35000.0,27800.0,1,0,0.678,0.7,19.6,920.0,3.1,5,Low Risk
41,8.3,12900.0,7000.0,1,0,0.758,8.0,26.1,2950.0,4.1,1,Low Risk
52,5.4,30500.0,10500.0,4,1,0.944,11.9,22.9,43430.0,1.7,2,Medium Risk
23,8.1,41000.0,12800.0,3,0,0.936,7.8,40.8,6100.0,7.5,0,Low Risk
56,7.3,38100.0,69100.0,6,2,0.863,6.4,24.3,7060.0,6.8,9,High Risk
57,6.2,29600.0,24000.0,0,0,0.631,1.8,20.9,3680.0,8.3,1,Low Risk
52,6.6,34800.0,19600.0,1,0,0.826,7.9,30.5,8760.0,7.5,9,Medium Risk
49,7.8,24500.0,48900.0,0,0,0.885,9.1,66.8,5840.0,14.8,9,Medium Risk
53,4.8,36500.0,7100.0,2,0,0.951,2.4,78.0,950.0,9.9,6,Medium Risk
55,5.0,37400.0,38900.0,3,1,0.761,10.2,58.9,320.0,9.2,2,High Risk
60,12.8,23200.0,32900.0,3,0,0.804,3.7,48.6,22560.0,6.3,8,Medium Risk
39,16.8,41500.0,32500.0,3,1,0.652,4.1,44.0,270.0,13.6,7,Medium Risk
41,1.2,41400.0,11400.0,1,1,0.772,3.3,55.0,2700.0,5.9,5,High Risk
49,1.0,33400.0,8600.0,4,2,0.743,11.3,84.6,2440.0,9.3,3,High Risk
29,2.2,121800.0,5600.0,1,0,0.886,0.5,32.7,3730.0,5.7,4,Low Risk
58,5.6,33800.0,6000.0,1,1,0.876,3.3,32.3,4520.0,7.9,1,High Risk
54,9.6,31600.0,5300.0,3,0,0.924,4.0,75.6,25360.0,9.0,8,Medium Risk
48,8.4,29400.0,19300.0,2,0,0.848,5.7,56.1,7350.0,10.7,2,Medium Risk
34,6.7,22300.0,10600.0,2,0,0.872,5.0,9.6,23780.0,2.8,8,Low Risk
36,8.1,51200.0,20600.0,3,0,0.742,3.9,87.2,2940.0,7.6,7,High Risk
40,3.2,25800.0,21800.0,3,0,0.843,3.0,8.6,3990.0,3.2,0,Low Risk
50,5.0,27300.0,4600.0,2,1,0.597,4.0,67.9,1190.0,5.6,3,High Risk
55,5.9,27700.0,4500.0,3,1,0.72,21.9,50.9,2940.0,7.4,8,High Risk
50,0.0,22200.0,10600.0,5,1,0.917,4.1,26.9,8360.0,8.1,2,Medium Risk
61,1.4,15100.0,6200.0,4,1,0.852,11.8,8.4,430.0,6.8,3,High Risk
63,1.5,28800.0,5500.0,1,0,0.997,4.3,49.7,7290.0,3.2,8,Low Risk
52,9.1,56200.0,72800.0,3,2,0.636,6.8,51.7,1030.0,10.1,3,High Risk
37,7.0,40100.0,2900.0,1,0,0.819,12.1,36.0,2050.0,0.4,2,Medium Risk
47,8.4,79200.0,101000.0,1,1,0.944,9.5,70.0,16980.0,8.2,5,Medium Risk
39,0.0,52900.0,17800.0,5,0,0.845,4.3,74.4,1470.0,7.5,3,High Risk
48,0.1,47200.0,35800.0,2,0,0.949,0.5,54.3,1820.0,7.3,4,Medium Risk
56,8.7,93100.0,31800.0,1,0,0.903,9.1,29.4,12240.0,12.4,8,Low Risk
37,0.0,34600.0,24800.0,2,0,0.619,3.1,52.6,5630.0,7.8,3,High Risk
43,10.9,37500.0,70400.0,2,0,0.97,1.0,9.7,680.0,14.1,4,Low Risk
23,0.0,36100.0,4500.0,1,0,0.849,0.3,9.4,3240.0,12.9,9,Low Risk
53,9.4,78600.0,11400.0,0,0,0.714,11.7,18.3,3020.0,4.7,1,Low Risk
42,2.4,36400.0,5700.0,3,1,0.967,3.0,50.5,4820.0,7.1,1,Medium Risk
41,10.2,26300.0,2500.0,0,0,0.973,6.7,44.9,5680.0,5.3,8,Medium Risk
44,18.8,48700.0,6900.0,3,0,0.383,3.3,21.8,2280.0,12.2,3,Low Risk
30,0.0,24100.0,86900.0,0,0,0.675,4.7,80.2,188440.0,9.2,2,Low Risk
47,8.8,47400.0,11200.0,1,0,0.97,1.2,52.4,3180.0,2.7,6,Low Risk
53,0.0,44700.0,97100.0,3,0,0.906,9.6,16.2,7900.0,10.5,2,Low Risk
36,7.7,33000.0,107600.0,2,0,0.96,0.1,31.0,470.0,7.5,1,Medium Risk
26,5.2,48200.0,267000.0,0,0,0.723,9.0,69.0,2320.0,10.6,8,High Risk
38,6.5,17300.0,89800.0,0,0,0.739,0.5,19.9,5070.0,1.9,1,Medium Risk
29,2.4,39400.0,141200.0,0,0,0.927,3.7,27.6,1070.0,6.7,4,Low Risk
37,9.1,28800.0,18500.0,1,0,0.659,2.6,40.1,2970.0,8.7,6,Low Risk
48,0.2,151900.0,16800.0,2,0,0.551,3.7,39.5,6310.0,4.8,7,Medium Risk
25,11.0,39300.0,17900.0,1,0,0.79,5.1,6.7,930.0,8.9,0,Low Risk
53,4.4,27000.0,13400.0,2,0,0.371,2.0,26.9,2200.0,5.0,4,Low Risk
30,0.4,18200.0,15500.0,0,0,0.726,0.5,44.5,5020.0,7.8,5,High Risk
60,12.4,69800.0,28300.0,2,0,0.504,3.7,19.1,10700.0,10.3,6,Low Risk
53,5.7,30500.0,8400.0,3,0,0.901,4.2,32.4,10570.0,8.4,2,Low Risk
32,13.6,24400.0,3400.0,1,0,0.994,6.3,19.9,4900.0,1.4,3,Low Risk
45,10.9,43000.0,19200.0,5,0,0.831,1.7,13.9,4020.0,12.8,1,Low Risk
25,2.8,50300.0,6700.0,6,1,0.957,3.2,32.6,26190.0,10.4,3,Medium Risk
25,5.7,49900.0,7400.0,4,0,0.913,1.6,54.6,39470.0,8.3,3,Low Risk
